global_sent_idx,word_idx,beta,lossy_surprisal
2,8,0.9,14.443103858250304
2,0,1.0,
2,1,1.0,11.325107090319397
2,2,1.0,8.793034038890404
2,3,1.0,10.176568423743769
2,4,1.0,16.544095537107253
2,5,1.0,7.168891797896348
2,6,1.0,14.016112491089755
2,7,1.0,2.649864656935535
2,8,1.0,12.247174595183454
3,0,0.1,
3,1,0.1,5.542645177186338
3,2,0.1,7.493791274929967
3,3,0.1,15.914974683170103
3,4,0.1,14.698756193069078
3,5,0.1,6.883170140711932
3,6,0.1,8.550371334037205
3,7,0.1,5.312626636824573
3,8,0.1,11.05992635302343
3,9,0.1,24.659768854285797
3,0,0.3,
3,1,0.3,5.542645177186338
3,2,0.3,6.0341117605880115
3,3,0.3,15.39229443531712
3,4,0.3,14.67584107457417
3,5,0.3,6.104871666123194
3,6,0.3,9.06378441522538
3,7,0.3,6.135867107219856
3,8,0.3,11.01370194233074
3,9,0.3,24.45444906614649
3,0,0.5,
3,1,0.5,5.542645177186337
3,2,0.5,5.431446354617972
3,3,0.5,15.234882883841848
3,4,0.5,14.974675880877804
3,5,0.5,6.690152885943977
3,6,0.5,9.723912471498949
3,7,0.5,5.7517704007982235
3,8,0.5,10.282433075408637
3,9,0.5,24.111965969357623
3,0,0.7,
3,1,0.7,5.542645177186337
3,2,0.7,4.180760733956117
3,3,0.7,12.293067488814462
3,4,0.7,15.619915689993746
3,5,0.7,6.507896301220455
3,6,0.7,9.436543856605821
3,7,0.7,4.7409924839197695
3,8,0.7,10.039620358688223
3,9,0.7,24.772655247841133
3,0,0.9,
3,1,0.9,5.542645177186337
3,2,0.9,1.785035813798706
3,3,0.9,6.823895687195909
3,4,0.9,15.58547791037905
3,5,0.9,6.6709521074039335
3,6,0.9,9.758577152434531
3,7,0.9,3.914782555894025
3,8,0.9,9.177731161301885
3,9,0.9,22.092952172998707
3,0,1.0,
3,1,1.0,5.542645177186338
3,2,1.0,0.3844138153907158
3,3,1.0,3.1520742914077373
3,4,1.0,16.26610260826996
3,5,1.0,6.669331728143339
3,6,1.0,9.731932733370302
3,7,1.0,2.5138449542293464
3,8,1.0,6.251741341513956
3,9,1.0,16.850516166236265
4,0,0.1,
4,1,0.1,4.4459909246536045
4,2,0.1,9.520664429536206
4,3,0.1,6.9539576494625805
4,4,0.1,11.980487569337733
4,5,0.1,5.130135502028745
4,6,0.1,37.93826165775591
4,7,0.1,30.712962760719375
4,0,0.3,
4,1,0.3,4.445990924653605
4,2,0.3,9.657475940366965
4,3,0.3,6.963832755689002
4,4,0.3,11.456750923784583
4,5,0.3,4.911892849116237
4,6,0.3,38.75622661327482
4,7,0.3,31.804394416093363
4,0,0.5,
4,1,0.5,4.4459909246536045
4,2,0.5,9.263496581185182
4,3,0.5,6.95800200330785
4,4,0.5,11.175500199251431
4,5,0.5,5.223870337018887
4,6,0.5,37.74825401965473
4,7,0.5,32.974701908101466
4,0,0.7,
4,1,0.7,4.445990924653606
4,2,0.7,9.063529957338838
4,3,0.7,7.0655076501354985
4,4,0.7,10.222091788094101
4,5,0.7,4.565488692647161
4,6,0.7,37.4112941683527
4,7,0.7,33.456744538470524
4,0,0.9,
4,1,0.9,4.445990924653605
4,2,0.9,8.57276651583281
4,3,0.9,6.381043800877194
4,4,0.9,6.789886021677505
4,5,0.9,2.4681134843743497
4,6,0.9,36.72817237250421
4,7,0.9,31.766680670792347
4,0,1.0,
4,1,1.0,4.4459909246536045
4,2,1.0,8.344960759291494
4,3,1.0,5.834767340705266
4,4,1.0,4.071861929758461
4,5,1.0,0.14293344826653606
4,6,1.0,37.789250500258646
4,7,1.0,31.999470381366077
5,0,0.1,
5,1,0.1,2.522562754801582
5,2,0.1,10.80904173090798
5,3,0.1,11.869650942232084
5,4,0.1,10.924266044919644
5,5,0.1,13.511547626446696
5,6,0.1,1.7104857868944254
5,7,0.1,9.442247220048799
5,8,0.1,3.697829015837599
5,9,0.1,13.587262314317059
5,10,0.1,5.919113365443416
5,11,0.1,10.087934756864508
5,12,0.1,5.611598410706965
5,13,0.1,12.473285281258818
5,14,0.1,15.377533742255277
5,15,0.1,2.1633935848004144
5,16,0.1,9.715912205477132
5,17,0.1,12.338866737032165
5,18,0.1,25.630745064874027
5,19,0.1,3.8747250963804576
5,20,0.1,11.677054254285258
5,21,0.1,17.42335832557347
5,0,0.3,
5,1,0.3,2.5225627548015828
5,2,0.3,11.023995737605171
5,3,0.3,11.417326480814046
5,4,0.3,11.040222887478416
5,5,0.3,14.061705872634718
5,6,0.3,2.2949463916703348
5,7,0.3,9.988572619603856
